Battery Capacity (kWh),Energy Consumed (kWh),Charging Duration (hours),Charging Rate (kW),Charging Cost (USD),State of Charge (Start %),State of Charge (End %),Distance Driven (since last charge) (km),Temperature (°C),Vehicle Age (years),Vehicle Model_bmw i3,Vehicle Model_chevy bolt,Vehicle Model_hyundai kona,Vehicle Model_nissan leaf,Vehicle Model_tesla model 3,Charging Station Location_chicago,Charging Station Location_houston,Charging Station Location_los angeles,Charging Station Location_new york,Charging Station Location_san francisco,Time of Day_afternoon,Time of Day_evening,Time of Day_morning,Time of Day_night,Day of Week_friday,Day of Week_monday,Day of Week_saturday,Day of Week_sunday,Day of Week_thursday,Day of Week_tuesday,Day of Week_wednesday,Charger Type_dc fast charger,Charger Type_level 1,Charger Type_level 2,User Type_casual driver,User Type_commuter,User Type_long-distance traveler
75.0,51.216304722060435,1.84505065646182,18.275261751487932,35.139822358759716,89.52818265685809,56.59526966277224,54.83784076575183,14.461325524500763,5.0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
85.0,39.67713381108,3.9446141979027702,5.847147396013394,23.860680564434897,89.27457303572433,83.81584017151073,106.70587653759428,-1.3562252342415224,1.0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
50.0,68.2690209195155,1.5334868966903243,15.060556534510896,8.01047724502125,72.327300301089,63.80347684060182,205.70804023988825,11.872445971241746,3.0,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
62.0,30.550011561630846,2.8343933534187222,8.831573588393466,38.44179324308953,44.70101950340489,95.1456417676959,135.03776920278438,29.81421521116753,7.0,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False
75.0,44.75866737764865,3.489771200380064,19.40437242911404,5.782817803801804,28.44310337367307,98.27285715890731,293.2067592472771,3.858658638525674,5.0,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True
75.0,59.15730847009105,2.866837148550388,19.101417092688408,20.11401485878327,14.433598941002616,54.773365039702355,276.608931979815,34.32752406146333,3.0,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False
100.0,57.145559970831265,2.569753498142236,5.962444720986591,13.627218405167334,82.43318506688816,93.33593640782244,245.0546115322711,38.02009094304093,7.0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False
75.0,42.69140537961698,2.0733713859091227,38.68805256034166,38.29948700250448,48.45476290779429,82.51481540453399,39.053767256416336,2.055149445331742,3.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False
75.0,23.83688010187143,2.85364923342141,12.329512359502848,36.23594103516018,63.198836279094415,73.81270846074626,192.32269501445737,29.028763662192333,2.8254819703558147,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False
47.65326137555467,29.349595038889554,2.5597015729885912,30.32389571921999,13.507211702937916,72.6049992234139,23.899850979861696,95.2684455561382,36.69341868132973,1.0,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False
85.0,47.060925633313786,2.4455488373877685,10.41398710364594,31.57940064104084,63.14412802079429,92.6389090142761,152.05684023287293,-7.163620818557389,6.0,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
75.0,27.170170812816597,3.3209390614009493,23.824644086480745,9.887290856973978,46.8217530357587,79.21389611788328,163.1287884196002,4.162485470728397,4.0,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
50.0,48.94232025145676,3.791622315899987,31.171170500929243,10.163701867084717,75.81068442529316,89.15464228804454,112.72952000249526,31.508322982992222,4.0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False
50.0,19.146538928197337,2.8041515802310166,35.45357670634186,7.523935074061204,56.81778300064369,55.05492161735283,153.05420582204593,24.147802798156853,1.0,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
75.0,58.19728526882489,1.7620474180588634,6.50874515305308,38.29626240191442,25.84005873762033,83.11743200557254,221.2100281938695,19.90110938909792,5.0,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
62.0,65.20093720294392,2.952728388415329,22.57264064944385,9.017936694331294,13.909596696565243,77.57887511792278,214.92325852951828,15.032552008091375,7.197041544075574,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False
12.653948904501569,51.14211521001526,1.7809541535098248,21.118030649132415,34.739707312861626,58.189363147862366,69.1577279417634,290.76580556137594,18.38760345641107,2.0,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
50.0,69.71594630744188,3.783098445775636,10.063093768622078,37.11929536882584,20.432310798427924,79.51998829798639,205.7699162392264,-4.47805197297919,4.0,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
85.0,41.97718283907795,3.196445552138501,49.308369400939775,19.562816700909146,11.415452890941662,88.49863229758265,260.4855529228803,8.216271168307653,5.0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
50.0,69.42235104080157,1.9373668689894512,9.88982074193077,10.834958906592462,29.13398078893268,99.88715307218884,74.04370796256828,37.268214954491775,5.0,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
50.0,78.98357945200523,2.9040714587756455,37.47917296186442,32.75725727806328,30.855323852249104,89.88889814024591,222.76171800791596,9.568914679552112,0.0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
85.0,8.527929006106092,2.9292312619958487,9.812104577010492,17.86108715956673,40.40203633436858,66.02532263428573,99.2324060472996,39.93000319748301,1.0,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
96.98923662331453,54.860003290031365,1.7409047219251486,38.70203714776589,18.791583931608667,16.504645864265477,126.38332876842395,225.6350477231055,-7.668417861130797,0.0,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False
105.55496694435764,48.50288659256919,3.2569565894463173,43.60970746385774,13.984073654590322,28.208935069265067,64.31222001060793,94.94198697812332,23.88774269762121,4.0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False
62.0,52.53257448488719,0.7500343405308991,40.99044595574586,17.654317428764656,29.71940200562245,63.899161425123765,62.19603106163954,36.52061298064519,0.0,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True
75.0,45.47118879513778,2.957746789429136,48.011455934007266,7.388725698983668,56.83137688293154,89.62384238551863,289.78798435551073,26.504425571799175,6.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False
50.0,34.6802647525039,1.4975626824084889,41.810297408599894,36.02625218643517,79.03092865995887,53.99698887539003,218.29028012352515,37.34587349327117,6.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False
50.0,5.356309335174382,3.001369048238973,18.317446064131836,13.64725542763756,79.18647461637062,69.73910331351091,152.25986699080715,27.775403826264785,4.0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
100.0,27.282216437981077,0.9998347402393436,24.478005326798822,12.45233588300988,54.573853324395245,74.28770014952136,130.78815463221682,-3.339891179312307,0.0,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
75.0,11.514718098963709,2.460808920693919,3.8023033275213214,31.186780425230648,18.886157164062443,82.46833405689074,234.87916492055177,-4.093359075721323,3.0,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True
62.0,9.44816711008226,1.465804515944262,40.515709335432035,17.593331704402168,75.62404762261002,93.73758915768624,115.37806159223754,-4.807451278393612,2.8963606640999924,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
85.0,53.104493654248735,1.8580966641953,12.620547147036431,40.3175304739871,33.6601357810824,52.83378326682362,74.38140222321842,14.121318217820637,6.0,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False
75.0,28.788056755331933,3.191827856187692,33.372714771158726,11.34356700419534,40.830540261989384,61.64756308118157,125.8286099263755,1.3097312422493097,0.0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
75.0,51.20692408624951,1.2881060252543053,9.977877021843266,24.57716643900033,67.38758549248693,59.75759842874595,178.11509933838914,12.322504555568166,5.0,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
101.10298785881888,7.275443511373867,2.6906032551566943,21.06032430839848,34.654040907546545,12.88478096498137,72.4517483132095,66.80027139939963,26.953658531337915,0.0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False
83.14159588676097,42.69140537961698,3.1365752044065474,49.23385306128027,38.37508852670592,68.84864852016932,86.41348670667381,109.38827191780068,34.414664875502226,4.0,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False
100.0,74.34970162186968,2.228619732721868,18.03449260881751,31.42153777484048,78.78459856129506,61.99533259610632,144.43722189921488,-8.059848673780747,1.0,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
50.0,79.96222628140413,2.967779748643271,9.807729926080174,13.149916300642058,20.760171808157708,98.43286888943882,278.47568363906424,4.753258010825176,2.0,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
